리뷰,평점
"그냥 가보기 괜찮긴한데.. 이렇게까지 유명해진 이유는 잘 모르겠네요.
이쁘게 꾸며진 곳도 꽤 있고요.. 외국분들이 더 많은 것 같네요..
근데 많이 경사진 길들로 되어있어서 노약자 동반일 경우는 어려울 것 같습니다. 특히 유모차 가지고 가실 수는 없을 것 같아요",4.0
"다녀온 사람들의 사진을 보고, 또 수없이 많은 호평을 보고 부산 파크하얏트에서의 체크아웃을 서둘렀습니다. 그리고 결론적으로 그냥 호텔에서 더 쉬다 나와서 해운대 근처나 다니다 기차타러 갈걸 그랬다는 아쉬움이 있었습니다.
일단 너무나 상업화된 공간과, 실 주거지가 공존하고 있어 구석구석 다니면서도 미안한 마음이 듭니다. 또 실제로 많은 사람들이 찍는 그 사진들이, 감천문화마을의 전부입니다. '사진이 이 정도이니 실제로는 더 멋지겠지'가 아니라, 사진이 훨씬 낫습니다.
개인적으로는 다녀온 다른 이들의 후기로만 접해도 충분한 곳으로서 일부러 귀중한 시간을 쪼개어 갈 필요까지는 없는 곳이었습니다.
인스타용 사진을 찍으려는 분들, 젊은 분들, 연인들은 재미있을 수도 있다는 생각은 듭니다.",3.0
"아미동 비석마을과 붙어있어 걸어서 갈 수 있음
여기서 보는 부산 전체 뷰가 참 좋구오
근데 차 없으면 가기에는 교통은 좀 별로네요
겨울이라서 그런지 관광객도 많지 않았음",5.0
오래된 마을로 관광지로 만든곳 입니다. 유례가 깊은곳이라서 꼭 한번 가보면 좋습니다. 이쁜 사진도 한번 찍어보세요. 산책도 해보면 좋을 겁니다.,4.0
"도시의 미각이 살아있는 곳... 역시나 좋은 곳입니다.
달동네를 이렇게 예쁘게나 꾸며 놓다니... 사람 사는 정이 드는 곳이네요. 사는 분들은 힘들겠지만 구경하는 사람들은 좋습니다",4.0
계단식으로 배열된 작은 주택들이 밀집되어 있는 곳. 주택 벽에는 파스텔 빛 페인트가 칠해져 있어 멀리서 보면 알록달록 이색적인 풍경을 볼 수 있다. 실제로 사람들이 거주하고 있는 공간이기 때문에 관광할 때는 관광질서를 지켜야 한다.,4.0
"관광객들로 인해서 주말에 방문하긴 조금 힘들긴하지만,
언제방문해도 좋은 곳입니다.
아기자기한 상점들과 마을곳곳 구경하는 재미가 있어요.",4.0
부산에 오면 와보고 싶었던 곳인데 알록달록한 건물과 벽화들을 볼 수 있어요. 요즘 이런 마을들이 너무 많이 생겨서 솔직히 차별성은 못느끼겠지만 그래도 이곳이 제일 오래되고 원조격인 마을이라서 잠시 시간내서 구경하기 괜찮아요.,4.0
"마을버스타고 갔어요.
외국인 단체관광객도 엄청 많았어요.
부산여행 초행자들에게는 패스해도 될만한고시에요.
도심 구도심과는 거리도있어서 딱히 특징적인것은 없네요.",5.0
"부산에 여행객들이 많이 가는 장소 중 하나이다. 한번 쯤 가볼만하고 날씨 좋을 때 가면 형형색색의 집의 지붕들이 사진찍기 좋다.
가는데 버스도 잘 되어있으니 대중교통을 이용해서 가기도 쉽다.",3.0
파스텔톤 집들이 너무 이뻐요 . 멀리 보이는바다도 이쁩니다. 골목 골목 산책하기 좋아요 . 역사를 알면 가슴 아픈 근현대사지만 소소한 골목길 사이 사이 구경 하기 좋습니다.,5.0
"기대없이 갔는데 볼거리, 먹거리가 많아서 좋았습니다. 예쁜 사진을 찍을만큼 풍경도 좋았어요. 대신 주차하기는 쉽지 않았어요.",5.0
한번쯤 가볼 만한 곳 입니다. 아기자기한 마을이고 예쁜 사진을 많이 남길 수 있는 곳이에요. 하지만 많이 걸어야 하기 때문에 아주 더운 날이나 아주 추운 날은 추천하지 않습니다,5.0
"송도 케이블카 타고 감천마을 까지 고고~
언덕길 집집마다 아기자기
예쁜 벽화 볼거리 많아서 한번쯤은 가볼만해요~
어린왕자벽화 앞에는 사진찍으려고 긴 줄들이 ㅋㅋ",4.0
의미있는 곳을 이렇게 많은 사람들 특히 많은 외국인들이 돌아보는 모습을 보니 좋았습니다. 아빠의 인도아래 딸과 같이 가는데 아이도 좋아하고 저도 즐겁게 다녔습니다. 마을을 돌고 아이한테 소감을 물으니 즐겁고 재미난 곳이라고 하네요. 다들 친절하시고 좋았습니다~~,5.0
"오래된 부산의 감천마을 이색
적이고 골목마다 아기자기 한게
누구나 좋아할것 같다 기념품도 이쁘고 먹거리도 많고
특히 어린왕자는 인기가 하늘을 찔 른다 사진 한번 찍으려면 40,50분은
기본 기다려야 하는것 같다",5.0
"뭐 이 곳은 부산의 대표적인 관광지니 별다른 코멘트가 필요없는 곳이기는 함.
주말에는 주차가 힘들지만 살면서 특히나 부산을 여행할시에는 꼭 들릴만한 곳임!",4.0
"몇년전까지만해도 참 좋았던것 같은데
이제 카페마을이 되어 버렸더라구요
사람도 너무 많아서 감성사진 찍기는 좀 힘들었습니다. 다만 평일에는 사정이 좀 나을 것 같긴 한데 여기 거주하시는 분들에게 관광객들이 너무 시끄러워 미안했어요. 이제는 안갈듯 합니다.",2.0
"전세계 어디와 비교해도 아름다운 장소.
집과 집사이에 공간에는 볼거리가 있으며
아름답다. 해가 질 때의 풍경은 최고이다.
한국의 나폴리...",5.0
"친구가 근처 살아서 여기서 만나 사진찍고 하지만..
시간이 많은 장기 여행자들에게 추천합니다
짧은시간 여행자라면 궂이 안들려도 되구요,
이런 비슷한 곳을 부산에서 사고 싶다면 영도흰여울 마을로 가는게 나아요, (단 겨울 부산바람은 추우니 단단히 무장)",3.0
"주말에가면 일찍부터 사람들 진짜많아요
사진찍으면 너무 잘 나와요
교통은 좀 불편합니다.
경치가 예술이고 집들이 이뻐요",3.0
"부산에는 볼 것들이 많습니다. 부산 여행이 처음이시라면 해운대, 광안리, 동백섬, 감천문화마을, 용궁사는 꼭 가보시기 바랍니다. 감천문화마을에서의 산책과 커피 한 잔은 오래도록 추억에 남을 것입니다.",4.0
"옛 부산의 달동네를 예쁘게 꾸며 놓았습니다
부산의 특성상 산이 많은데 가장 이쁘네요
먹거리가 많지 않은 점은 조금 아쉽네요",5.0
"부산 명소하면 떠오르는 감천문화마을은 6.25전쟁 피난민들의 터전으로 시작되어 현재까지의 부산의 역사를 그대로 간직하고있어요. 역사적 가치를 살리기 위하 예술인들과 마을 주민들이 모여 마을 미술 프로젝트를 시작하여 지금은 연 185만명 관광객들이 방문하는 명소로 자리매김되었죠.
-
저는 친구랑 방문해서 [한복잇집]에서 한복대여를 했어요! 옛날교복도 대여할 수 있는 곳도 있으니 특별한 추억을 만들고싶으신 분들은 추천드려요. 동네에 예쁜 포토스팟들이 많아서 사진찍기 정말 좋은 것 같아요!",4.0
"동네가 아기자기하고 예뻐요
어묵도 맛있고 카페도 좋아요
어린왕자 뒷모습과 사진 많이찍는데
사람들이 너무 많아서 기다리기는 힘들었어요",4.0
"사진 찍을 곳도 많고 먹을 것도 많아요
어린왕자와 여우는 줄서서 사진찍어서 스킵
날씨 좋은 날 일정으로 집어넣으면 좋아요
원도심쪽 관광하고 시간 남으면 꼭 올라가보세요

교통편이 좋지 않고 마을버스는 평일에도 사람 많고 공영주차장이 있긴 한데 주말에는 만원이지 싶어요.",5.0
전망좋고 골목길이 정감 있네요 관광지 같지 않은 친근함이 있어서 좋구요. 골목길에 따라 전망이 다양해요 바닷가로 내려 갈수고 있구요,5.0
"처음으로 가본 감천문화마을
작은 미술관에 볼거리가 많다.
다만 가는데 힘들다.
버스는 구불구불 올라가고 차량은 끌고가면 주차가 힘들다.초보운전은 가기 힘들듯.
사진찍기에 최고의 장소는 어린왕자 옆",4.0
"감천문화마을은 부산에서 자갈치 남포동 광안리 해운대 만큼이나 관광객들이 많습니다. 한국의 마추픽추, 한국의 산토리니라 불릴 만 합니다.",5.0
"부산의 감천문화마을은 멀리서 볼때 정말 아름다운 곳입니다.
특히 집마다 가지고 있는 아름다운 색깔과
싱그러운 부산의 풍경이 조화를 이룰때
정말 아름다운 부산의 모습을 느낄 수 있습니다.
거기다 감천문화마을에서 한복체험은
색다른 추억과 경험을 느낄 수 있습니다.
그런데 감천문화마을은 생각보다 언덕이 많고
구석구석 구경할게 많아서
짐 들고 다니는게 정말 힘듭니다.
따라서 짐은 맡기고 다니시거나 최대한 줄여서 다니시는걸 추천합니다.
감천문화마을 주변의 짐보관소를 꼭 확인하시고 여행을 즐기세요!",5.0
"감천문화마을을 알게 된 뒤로는 부산에 갈 때마다 방문하고 있는데 관광객이 많아져서인지 처음보다 상업화된 모습이 안타까웠습니다. 조금 더 특색있는 가게나 개성을 살린 음식점, 카페 등이 들어온다면 좋겠는데요. 알록달록 집들이 옹기종기 모여있는 풍경은 여전히 아름답습니다.",4.0
부산은 여러번 갔지만 감천마을은 이번에 처음 갔는데 정말 강추 입니다. 특히 오후에 가서 예쁜 마을 골목들은 구경하고 차 한잔하면서 해가 지는것까지 보고 오는게 좋습니다. 해질때 하늘이 아름다워요,5.0
부산 송도해수욕장과 가까워 같이 구경하기좋음 . 길거리 음식점이 몇군데 있으며 걸음을 많이 걸을수있음. 벽화 및 사진 남기기좋음,3.0
"감천문화마을
아름다운 색을 입은 달동네는 현재까지 이어진 레트로 감성을 자극한다.
나는 이곳은 총 두 번 가보았다.
둘 다 무더운 날씨에 방문했어서였는지 두 번째 방문 당시는 정말 가기 싫었다.
동행이 꼭 가보고 싶다고해서 갔는데...
계단은 많고 날씨는 덥고...

이곳의 나의 생각으로 정의하자면 한 번은 가볼만하나 두 번 가면 바보라고 하련다.
그래 나는 바보다.",3.0
"부산에는 산복도로에 주택이 따닥따닥 붙어있는곳이 많아요.
감천은 그중에서도 최고로 이쁜집들만 모여있는곳같아요
요즘은 너무 많이 알려져서 주말에는 타지인들로 북적입니다.
교통 통제까지 하시고 계시더군요
주민들에게 피해가 안되게 조용히 관람하셨으면 좋겠습니다",4.0
왜 유명한지 모르겠어요. 관광객들만 북적이고 딱히 볼건 없습니다. 어린왕자 조형물과 사진을 찍기 위해 줄도 너무 길어요. 음식점이나 점포들도 너무 상업적으로 변해버렸어요. 추천하지 않아요.,2.0
어릴때 1년 정도 살았던 곳으로 어린시절 사진속에 남아있는 곳이라 집사람과 부산여행시 방문. 알록달록한 색으로 칠해진 집들이 조화를 이루는 곳입니다. 주말이라 방문객이 많아 다소 아쉬운 점이 있으나 부산 방문시 꼭 들러보시길 추천합니다. 방문시 가까운 전철역에서 문화마을 입구까지 운행하는 마을버스가 있습니다. 꼭 이용하세요. 걸어가기에는 비교적 먼거리 입니다,4.0
"감천은 부산에서 낙후되었다고 할 수 있는 서부산중에서도 특히 그 낙후도가 심한 곳입니다. 하지만 이곳을 문화마을로 재탄생하면서 관광객들이 많이 오는데요, 오래된 부산을 보고 싶다면 가보는 것을 권합니다.",3.0
너무 젛은사진 여러장 건져서 제가 막막 흥분했지요. 시원한 바다와 잘 정리된 둘레길 . 올라가는 층계 . 멋진 카페 이쁘고 아기자기한 집들. 정말 여기 한국 맞아요? 너무 너무 좋아요.,5.0
"부산의 역사와 멋진 광경이 있는 장소입니다. 실제 거주하고 있는 동메이기 때문에 관광 시 매너를 지키는게 좋으며 멋있는 배경을 바탕으로 인생샷을 찍을수 있어요! 포토샷도 어려 곳 숨어 있슴니다. 카페도 많아서 음료도 즐길수 있습니다.. 단, 걸어야 하니 신발은 편한걸로 ㅎㅎ",4.0
"여러번가기는 별로입니다
지도는2000원 스템프찍는거까지요
주민들이살고있는곳이라 조심스럽게 다녀야합니다 그냥 다 기념품가게 뿐입니다",3.0
"그 마을의 정서가 느껴지는 색다른 분위기에요 한복도 입어보고 교복도 입어보고 사진도 찍고 ....
해질녁 풍경을 배경삼아 사진 찍으니 근사하게 나왔어요
한번즘 가볼만해요",5.0
통영에 동피랑 마을이 있다면 부산에는 감천문화마을이 있다. 고즈넉한 매력을 즐기기에 딱 좋은 장소로 부산에서 한번쯤 들려볼만한 곳이다.,4.0
관광지 이전에 주민들이 거주하는 거주지입니다. 관광지가 된 지 얼마 지나지 않았어요. 방문하시는 분들 예의 좀 지키세요. 지나가면서 보기 안좋습니다. 여름에 오르기는 헬입니다.,4.0
산 언덕에 촘촘한 집들의 광경이 멋있습니다. 현대화된 도시속에 아직도 이런곳이 남아있다니 감격스럽습니다. 남포동과 송도가 가깝습니다,5.0
"자주 들렀던 곳입니다. 지금은 관광지역이 되었지만 예전에는 그렇지 않았죠. 부산만이 가질 수 있는 독특한 환경을 제공하는 곳입니다.
여행 때는 실제 생활하는 사람들을 위해 조용히 하시고 과도한 관찰은 삼가해 주시면 좋겠네요.",4.0
"바닷길을 따라 쭉 걸으면 힐링도 되고 좋아요~
다만 저희 갔을때는 길 중간에 공사중이라 이쉬웠지만 그래도 좋았습니다
중간중간에 있는 카페 들어가서 커피 한잔 하면서 창밖을 보는 여유도 누려보세요",4.0
"다만, 관광객이 굉장히 많다는 단점이 있음. 월요일에 갔는데도 사람이 많았음. 특히 중국인들 굉장히 많음. 생각보다 마을 한 바퀴 도는데 그리 어렵지 않음. 천천히 음악 들으면서 걸으면 걸을만함. 먹거리도 많아서 더 좋았고 높은 곳 올라가서 사진 찍으면 바다도 보이고 너무 좋음. 더울 수 있으니 날이 적당하게 쌀쌀할 때가면 더 좋을 듯.",5.0
감천문화마을은 완벽하게 꾸며놔서 관광객들이 많이가는 명소이죠 글구 조심해야 할것은 감천 문화마을에 사람들이 거주를 해서시끄럽게 하면 안된다는거 그래도 맑은 날에 감천 문화마을 꼭대기에 올라서면 시원한 바다와 경치를 구경할수 있어요,5.0
"레이를 타고 감천문화마을로 갔다. 초등학교 건물 지하로 공용 주차장이 잘돼있다. 1000원에 1시간 40분 선불 주차. 마을 구경을 잘하기 위해서는 운동화가 필수이다.
경사진 길을 따라 마을 조성을 해놓아서, 구두는 얼마 걸을 수 없다. 벽의 그림마다 사진을 찍으며 , 스탬프를 열심히 찍으면 마을 구경을 잘 할 수 있을것이다.

감천마을은 사진으로 보는 분위기와 비슷했다. 이제는 도시재생프로그램도 젊은 친구들이 들어와서 마을을 좀 더 창의적으로 재생하는게 필요할거 같다..",4.0
벽화가 많이 그려져있고 각 벽화나 그림마다 포토존이 잘 마련되어 있어 사진찍기 좋습니다. 다만 어린왕자 포토존은 줄이 너무 길어서 오래 기다려야 하겠지만요.,5.0
"부산에 이런 곳이 있을 줄 몰랐다 사실 멀리 있어 엄두를 못 내었으나 함께 갈 수 있어 갔는데 멋진 곳이다
먼저 걷고 인증 도장 찍는 프로그램이 멋진다 급하게 도는 데 1시간 이상 걸리는 먼길이지만 추천 된 곳 보고 4곳에서 엽서도 준다
2000원에 여러 장 엽서이므로 사실 공짜나 같다 ~

너무 사람이 많아서 좀 그런 것 같지만 넓으므로 함께 다니기에 어렵지 않다

가족 여행 추천하나 더울 때는 걷기가 좀 어려운 곳 같기도 하다",4.0
휴일에 찾은 감천문화마을은 사람들로 인산인해였다. 중국계 관광객이 많았는데 단체관광객은 아닌 것 같고 개별관광을 온 사람들이 많아보였다. 어린왕자와 사진찍기위해 줄 서 있는 사람들이 가장 많았고 나도 20분 정도 줄 서 있어야 했다.,3.0
수채화에 놓여진 색갈들처럼 아름다운 색갈들이 다채롭게 모여있는 마을입니다. 하지만 예쁜 색갈 말고는 그렇게 할건 많지 않습니다.,3.0
바람이 많이부는 조금은 쌀쌀한 날씨였지만 하늘은 화창했던 덕에 인생사진 많이 건졌어요~ ^^ 곳곳에 뷰 포인트와 포토 포인트들 잘 활용하면 예쁜 사진을 많이 남길 수 있을 것 같아요~ 또 자잘한 소품도 저렴히 팔아서 열쇠고리며 손수건등은 지금도 잘 쓰고 있습니다^^,5.0
예쁜벽화마을이지만 주민들이 살고 있기때문에 떠들지말고 조용히 다녀야해요 먹을만한곳은 별로 없었던거같아요,5.0
"요새 여기저기 많은곳중 하나
특이한건 없고
딱 마을전체 사진한장이면
나머지는 그저 그런 곳
걸어갈 생각말고 마을까지 버스타고 갈것
오르막이 심함",3.0
골목골목 카페가 위치해 있고~ 아기자기한 상점들도 군데군데 보이더군요~ 한번 가볼만 합니다~,4.0
"몇 년전에 왔을 때보다는 많이 관광지화 된 느낌이었지만, 그래도 아기자기하고 예쁘게 잘 꾸며놓아서 관광객들이 좋아할만한 곳이더라구요. 주민들께 폐 끼치지 않는 선에서 즐겨주셨으면 합니다! ㅎㅎㅎ",4.0
"부산에 일이 있어서 갔다가 잠깐 시간여유가 있어서 방문했습니다. 서울에 살아서 이런저런 벽화마을은 많이 가봐서 그렇게 큰 기대는 없었는데, 아무래도 지형이 다르고 바다가 보이는 입지이다 보니 느낌이 또 달랐네요. 한 번 정도 데이트 코스로 다녀올 만 합니다.",5.0
구석구석 다니기 다리는 아프지만 한번쯤 이런곳 둘러보는 것도 나쁘지 않을 것 같아요 사진은 정말 잘나옵니다.,4.0
꼬불꼬불 좁은 골목을 스탬프를 찍으며 다녔는데 아이들은 힘들어했지만 생각보다 즐거워했습니다,4.0
"어느 곳이든 한여름에 가면 덥고 지칠게 뻔하고, 이곳 역시 그렇다. 무더운 날씨에 동네 구경은 커녕 기념사진만 몇장 찍고 돌아왔다. 한여름에 갈 예정이라면 날씨를 고려해서 선택하길 추천한다.",4.0
"부산은 평지보다 산이 많다.
옛날 피난시절 피난민들이 몰려와 허름한 집을 지어 힘들게 살아간 역사의 애환이 있는 곳이다.
그곳을 재개발하지 않고 그대로 보존하면서 관광객을 유치하는 아이디어가 좋다고 생각한다.
좁은 골목길을 지나 언덕위 꼭대기 집 옥상에 오르면 부산 앞바다가 보인다.
골목 담장엔 각가지 벽솨들이 그려져있고 골목 어귀마다 간단히 군것질 거리도 있고 전통 소품을 파는 가게들도 구경거리다.",4.0
감천문화마을을 벽화가 유명한곳이죠 특별하게 볼것이 있는것은 아니지만 사진찍기에 좋아요 친구들과 혹은 가족 또는 연인과 함께 사진찍고싶으면 들러보세요,4.0
약간은 허름한 느낌의 파스텔톤 집들이 가득한 감천 마을. 골목 여기저기 향수에 젖게하는 먹거리와 놀이들이 있어서 천천히 시간을 보내기에 괜찮았다. 아이들도 여기저기를 구경하며 즐거워 한 곳.,4.0
"사진 찍으러 갔었는데
주민들에게 피해주지는 않을까 생각해보게 됐어요
분명 좋아하시는 분들도 계시지만 안좋아하시는 분들도 계실테니까요
그래서 좀 조용히 사진찍고 놀았어요
좋은 여행되세요",3.0
하지만 걸어다니기에 너무 힘들었어요. 언덕이 높고 사람들이 정말 많아요. 하지만 한번쯤은 방문해볼만 해여,4.0
사진찍기 좋고 걷기 좋았어요. 사람도 많았구요. 먹거리도 군데군데서 팔아요. 그런데 이곳도 사람이 사는 곳이니 조용히 다녀야해요.,4.0
버스를 타고도 쉽게 방문할 수 있습니다. 아기자기한 벽화가 마을 곳곳에 있어 사진 찍고 추억을 남기기 좋습니다,4.0
부산역이나 남포동역에서 금방올수 있습니다. 방문하자마자 이곳의 분위기는 마치 그리스의 산토리니 같았습니다.,5.0
"우리나라에서는 보기 드문 느낌이라 부산에오셔서 한번은 들러볼만 한 곳 같습니다. 부산역이나 남포동에서 오기 어렵지 않고, 한시간 정도면다 둘러볼 수 있으니 부산 in/out하실때 들러도 좋을듯!",5.0
너무나 가파른 길에 헉헉 거리면서 다녓지만 아기자기하고 예쁜 모습이 반햇습니다. 정말 이곳에 사람이 산다는 것이 믿기 않을 정도의 경사로로 아이들이 있는 경우 힘들거 같네요,4.0
버스로 이동해야하고 마을 내에서도 걸어야합니다. 하지만 가는 여정 내내 부산에 처음 오신 분들이라면 특별한 추억을 남기고 돌아가실거예요.,5.0
아기자기한 상점도 많이 생기고 먹을거리 많긴 하지만 주차공간이 너무 협소하고 골목이라 운전하기 상당히 번거로워요,5.0
"요즘은 한복도 대여가 가능하고 여기저기 포토스팟도 많아서 친구나 연인끼리 부산여행 와서 들리기 좋다. 대신 접근성이 그리 좋지는 않은게 단점. 숙소가 해운대, 광안리 쪽이면 더더욱 교통편이 불편하다.",4.0
아름다운 마을입니다. 사진 촬영에 좋습니다. 많이 걸어야하고 대부분 오르막이니 한여름은 피하는 것이 좋습니다.,5.0
알록달록한 집들이 모여있어 사진이 예쁘게 나오는 곳입니다. 꽤 먼 길을 올라가야하므로 버스를 타고 최대한 올라가길 추천합니다. 중간에 아기자기한 가게들이 있어 구경하는 재미도 있습니다.,5.0
"골목길이 좁고, 주차할 곳도 마땅치 않고..
부산살면서 가서 크게 감흥은 없었습니다.
여름에는 걸어다니기 더워요...",3.0
아기자기하고 알록달록해서 사진찍기에 딱이다. 위로 가서 아래 벽화마을을 내려다보면 아름답다. 그런데 솔직히 기대를 많이 하고 가서 그런지 기대보단 아쉬었다. 지나는길에 잠깐 들러 사진찍을 정도. 사람도 많고 어린왕자있는곳은 줄서서 기다렸다. 너무 기대하고 방문하지는 말길,3.0
친구들과 함께 사진찍으며 돌아가니기 좋아요!! 안내소에서 파는 지도(2천원)에 도장찍으면서 구경하는 재미가 쏠쏠!!!,4.0
"비가 오는날 방문을 했는데요
주차장에서 감천문화마을로 가는 도중에 길이 제대로 되어있지가 않아서 진흙탕길이 된 길을 걸어야만 합니다.
곳곳에 아기자기한 가게들이 있지만 별로 특색이 없게 느껴져서 아쉬웠습니다.
아마도 비때문이겠죠?
대신 맨 아래있던 막걸리집의 막걸리와 식혜는 맛있었습니다.
포장해서 숙소에서 잘 먹었던 기억이 납니다.

멀리계시거나 사진찍는걸 별로 좋아하시지 않는분들에게는
추천하지 않습니다.",1.0
"형형색색 집들이 있어서 보고 있으면 예쁘고 사진 찍기도 좋음.
아래로 전망 보이는 카페 앉아서 맥주 마시면서 뷰 보기 좋아요.
오르막길이 많아서 편안한 신발 신는걸 추천드려요.",4.0
"토성역에서 마을버스로 갈 수 있습니다. 사람들이 사는 마을인데, 관광객들이 무척 많아 불편하진 않을 지 모르겠습니다. 아무튼 마을이 무척 예쁘고 볼거리도 많습니다.",4.0
"경치도 아주 좋고
곳곳에 그려진 그림들을 구경하며 돌아보는 것도,
그림들과 함께 사진을 찍는 것도 아주 좋은 추억이 됩니다
어린왕자가 있는 곳이 제일 유명!!",4.0
내일로로 친구들과 방문했는데 정말 좋았습니다. 사진 찍을데도 많고!! 그러나 여기서 사시는 분들께 피해가.될까 좀 걱정스러웠어요,5.0
"유명관광명소답게 사람들이 매우많고 길이 언덕들과 골목들로 둘러쌓여있다
가봐서 후회는 없지만 또다시 가진않을것같다
한번쯤 가보는건 추천하지만 기대하고가지않았음 한다",3.0
"부산에 들려서 사진찍기 좋은 곳입니다.
높은 전망, 아름다운 벽화들이 어울려져 있어서 관광객에게 아주 매력적인 장소 입니다. 다만 차로 이동 할 수 주차가 불편하며, 언덕이 많은 장소 이기에 편한 신발과 복장을 갖추는것이 좋겠습니다.",4.0
