리뷰,평점
광안리 해수욕장보다 이곳에서 바라보는 광안대교가 좀 더 압도적이고 좋습니다. 여름에는 회와 소주를 먹는 곳으로 유명합니다.,4.0
회센터에서 회떠다가 수변공원에서 먹기 딱 좋아요. 대신 지금은 너무 춥고 따뜻해질때 가세요~!!,4.0
바다 바로 옆에서 회 마시며 술 한잔 할 수 있는 곳이에요. 우리가 흔히 아는 공원과는 다르지만 여름 밤에 가서 놀기엔 좋았어요,4.0
민락수변공원 옆의 밀레니엄횟집은 회도 맛있고 방에서 보이는 고안대교의 전경이 멋진 식당입니다. 일반적으로 우리가 맛보는 회가 아닌 손님도 많고 매일 싱싱한 재료가 들어와 청정의 맛을 느낄 수 있도록 환경이 만들어진 곳이므로 그리 비싸지 않은 가격으로 가볍게 접근 할 수 있는 장소입니다.,3.0
"날씨가 좋을때- 춥지도 덥지도 않을때
치킨이나 회 사들고 와서 먹기 좋은것 같아요
근데 나이 많으신 분들이 술판내지 도박판을 벌이거나 할 때가 있으니 아이들 있으신분은 자리를 잘 살피세요~",4.0
"일출을 보러 갔는데 굳이 멀리가지 않아도 잘 보이더라구요. 커피피를 파는곳도 여러곳 있고 바다를 보며, 야경을 보며 산책할수있는곳도 있어서 좋습니다.",5.0
광안대교를 보며 바닷길을 따라 걷기 좋습니다. 광고사진처럼 예쁜 사진을 남길 수 있는 좋은 전망이고 근처에 분위기좋은 카페 레스토랑이많습니다.,4.0
"자전거 도로가 있지만 깨끗하다기 보다 무너가 좀 지전분합니다. 다만, 2번 와봤지만 이번에는 페인트칠등을 다시해서 전체적으로 깨끗해졌네여. 모기는 수변이니까 감수하셔야 합니다. 특히 모기보다는 날파리...",3.0
"민락수변공원은 시민들에게 개방된 피크닉 장소라고 할 수 있다. 시원한 바닷바람을 벗삼아, 광안대교를 병풍삼아 해가 진 후 사람들이 삼삼오오 둘러앉아 치맥이나 회를 테이크아웃하여 먹는 것을 볼 수 있다. 이곳에서 바라보는 광안대교 야경은 정말 멋지기 때문에 야간에 자리잡고 피크닉을 즐겨보는 것도 좋은 생각이다.",4.0
"여름에 한번씩 돗자리 들고 꼭 찾아가는 곳 중 하나입니다.
이제는 하나의 관광명소가 되어 많이 시끄러워졌지만 회 한접시 썰어와서 바다옆에서 광안대교 보며 먹는 회는 더 할 것 없이 맛있습니다. 다만, 사람들이 쓰레기를 그대로 놓고 가는 발전되지 못한 시민의식이 눈쌀을 찌푸리게 하는 것 같습니다. 제발 쓰레기는 가져가세요.",4.0
"광안대교 야경과 회를 즐기기에 좋은 곳.
가능하면 낮이 아닌 저녁에 가서 야경을 보고 근처 회센터에 가서 맛있는 회 먹고 오기를 추천함.",3.0
햇살이 뜨거워 앉을수가 없었지만 부산을 왓다는 신념하나로 광안리근처를 접수 주말이라 그랫는지 커플도 많고 노숙자 분들도.. 그리 깨끗하진 않앗다..,5.0
근처에 민락활어직판장에서 회 한 접시 포장해서 광안대교가 잘 보이는 곳에 자리를 잡고 먹으면 정말 좋습니다. 광안대교가 바로 앞으로 지나가기 때문에 광안대교 야경을 즐기기에 딱입니다.,4.0
"부산 가볼만한 곳으로 추천받아서 광안리 해수욕장 가는김에 들러봤어요~~
민락동은 회센터로 유명해서 횟집들이 정말 많더라구요
바다가 보이는 공원이라 .. 부산갈매기들을 제일 많이 본곳이기도해요
기억에 남네요^^",4.0
"광안대교가 가까이서 보여요. 회센터가 많아서 회도 즐기고 잠시 교외에 나온듯한 나들이 기분까지 느낄수 있어요.
광안리 해변가 지척에 있지만 또 나름 떨어져있어서 기분이 색다른 곳이에요.
주변에 인프라가 조금 더 발달한다면 더 방문하기에 즐거운 곳이 될거같아요.
버스 종점이 근처에 있고 까페, 대형 사우나도 있어서 다양하게 즐길수 있는 곳입니다.
가끔 수변공원이 관리가 안될때도 있지만 이런 점은 개선되어야 할거라는 생각을 했습니다.
도보로 광안리 메인해변까지 이동이 가능하고요. 또 민락시장 이라는 재래시장이 깔끔하게 정리되어 운영중이에요. 참고하세요.",3.0
"민락동 회센터에서 회 한접시 먹고 나서 민락수변공원 산책은 매우 산뜻합니다.
저녁 해가 질무렵 광안대교 뒤로 보이는 수평선은 가슴이 뻥 뚫립니다~",5.0
광안리해수욕장에서 걸어서 25분 정도면 민락수변공원을 만날 수 있습니다. 대중교통을 이용하신다면 버스 83-1 을 이용하면 되구요. 대중교통 이용이나 도보나 비슷하게 걸리기 때문에 도보를 추천합니다. 가는 길에 회센터 건물이 많아서 회먹고 산책하기에 좋습니다. 수변공원에도 회센터 건물이 있어서 여기를 이용해도 좋구요. 관광객 뿐만 아니라 현지인들도 많이 찾는 곳이니 가족과 함께 여행하시면 좋을 것 같습니다.,4.0
여름날 민락수변공원에 돗자리나 신문지를 펴고 노상으로 회 한접시 먹는 것이 참 맛있고 낭만적입니다. 근처에 활어회센터에서 2만원이면 3명이서 푸지게 먹을 수 있어요.,5.0
"바로 앞에 회센터가 있으며 광안대교 바로 앞입니다.
시원하게 한잔하기도 좋은 곳이지요 ^^",5.0
여름철 회타운에서 회 떠서 맥주사서 수변공원에 신문지 깔고 앉아먹으면 캬 맛좋고 분위기 좋고 너무 젛다,5.0
"가족, 친구들끼리 부담없이 나들이 갈 수 있는 최적의 장소입니다.
근처에서 회를 포장에서 돗자리 깔고 먹어도 좋고 각종배달음식도 먹을 수 있습니다. 특히 야간에 바닷바람 쐬면서 먹는 맛있는 음식은 정말 끝내줍니다.",4.0
"저녁노을이 질때 즈음 돗자리를 깔고 지는 해를 바라보며 먹는 야식의 즐거움은 해보지 않는자는 말할수 없을듯, 멋지바다와 광안대로를 바다볼수 있는 전망좋은곳",4.0
"외지인들이 모를 때에는 조용하게 광안대교 야경을 바라볼 수 있어서 정말 좋았는데, 요새는 외지인들이 술먹고 노는 장소로 변질되어 약간 아쉽네요.",4.0
"저렴한 회를 먹으며 바다를 바라보는 재미...
접근 또한 용이해 좋은 곳이다.
야간에 가는 것을 추천한다.",5.0
"위치도 좋고, 탁 트여진 바닷가를 감상하면서 회와 술 한잔 곁들일 수 있는 곳입니다.
하지만 사람들이 많아지면서 쓰레기 문제등이 겹치면서 점점 질이 저하되고 있는 곳입니다. 성숙한 시민의식으로 다시 아름다운 곳으로 만들어갈 필요가 있어요.",4.0
"더운 여름날 부산사람들이 가는 곳 중 하나가 수변공원이다. 데이트 하는 남녀, 가족 단위의 사람들, 친구들, 심지어는 개를 데리고 나온 여인들. 이들은 서울 사람들이 강변에 나가 더위를 이기듯, 수변공원에서 강과 바다가 만나는 바람을 만난다. 상당한 산책 코스도 있으니, 꼭 돗자리를 가지고 나가지 않은 사람도 이곳에서 시간을 보낼 수 있다. 물론 근처에는 횟집과 카페 그리고 분위기 괜찮은 술집도 있다.",3.0
"낮에는 바다의 낭만이, 밤에는 멋진 광안대교가 야경을 빛내며 바로 앞에 자리하고 있는 곳. 여름밤에는 사람들로 넘쳐난다. 근처 회센터에서 회를 사서 이곳에서 먹을 수도 있고, 근처에 음식점. 술집 등이 줄지어 있다. 가끔 공연도 한다.",5.0
여름에 사람들이 너무 많습니다. 먹고간 음식들은 제발 치우고 가는 시민의식이 필요해보였습니다.,3.0
여름에 수변공원에서 회 포장해와서 먹는 맛은 안 먹어본 사람은 모르죠. 가격도 저렴하고 앞에 보이는 광안대교의 야경은 끝내줍니다.,5.0
민락 수변공원은 야간에 가면 광안대교 야경이 멋지고 근처 횟집에서 회를 사서 방파제에서 돗자리 깔고 먹으면 맛이 기가 막힘....,4.0
성수기를 피해서 가본 민락수변공원은 조용하고 좋았어요. 도보로 5분거리에 있는 회센터에서 회 포장해 바다를 보며 드시면 분위기 좋아요. 남녀노소 모두 여유로운 분위기 좋았아요. 근처에 화장실 깨끗하고요. 다만 주차시설이 부족한거 같으니 웬만하면 대중교통 추천해요.,4.0
완전 좋아요... 여름에 수변공원에 돗자리 펴놓고 회센타에서 회 떠다가 소주한잔 하면 인근 횟집에서 먹는것보다 훨씬 저렴하면서 바다가 보이니 운치도 있고 완벽합니다,5.0
"부산을 느낄수있는곳!!
부산에 계속 살고 있는 친구는 이곳이 너무 관광객이 많다고 하던데..
부산 갈때마다 가보는데 언제나 사람 많고 다들 사투리 쓰는거 봐서는 로컬들이 많은거 같아요
바로 앞 회센터에서 회 떠서 돗자리 깔고 앉아서 광안대교와 멀리 마린시티를 보며 쉴수있는 곳이에요
완전 강추하는 곳입니다",5.0
이 근처에 회 정말 저렴하게 팔아요!!! 그래서 저녁에 친구들이랑 회 한접시 사서 공원에 돗자리피고 앉아서 광안대교 야경보면...ㅠㅠ 진짜 좋아요..!!!! 진짜 백번가세요!!!!!! ㅠㅠ!!,5.0
부산에서 회를 싸게 먹을 수 있는 곳이 수변공원의 회센터이다. 여기서 판매하는 분들로부터 회를 싸게 deal을 하여 회센터 내 식당에서 자리세를 내고 먹으면 된다. 이 때 자리를 잘 잡는다면 더없이 예쁜 광안대교의 야경을 즐기면서 식사를 할 수 있다. 오랫동안 부산사람들은 잘 알고 아직도 타지사람들은 잘 모르는 여행팁이다.,5.0
"수변공원에 돗자리를 깔고 바로 앞에 회센터에서 회를 사다가 먹으면 된다.
어두워지기 시작하면 광안대교에 불이 들어오고
수변공원에서도 잘 보여서 경치도 매우 좋다.
날씨 좋은 날에 자리를 펴고 친구들과 한 잔 하기 좋은 장소다.",5.0
멋진 장소 멋진 다리 같은 경치를 즐길 수 있... 아름답지만 매우 더운 날 밤에... 파크 하얏트 호텔의 바로 맞은 편,4.0
